"name","address","category"
"Oasis Spa Turquoise Cove Spa","71/10 Moo 5 (Soi Fantasea), Kamala Beach, Kathu, Phuket","spa_and_massage"
"Truefitt & Hill (Gaysorn Village Branch)","999 Gaysorn Village, 1st Floor, The Artisans' Royal Club Zone, Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330","spa_and_massage"
"NaQiCha Concept Sleep&Salon","8/1-5 The Paseo Park (Kanjanapisek), Kanchanaphisek Rd, Sala Thammasop, Thawi Watthana, Bangkok 10170","spa_and_massage"
"Mandarin Clinic Rama II","743 Thanon Suk Sawat, Khwaeng Bang Mot, Khet Chom Thong, Bangkok 10150","spa_and_massage"
"Ruengpayom Wax & Spa Massage","41/49​ Soi.Bangkrang48 M.3 Bangkrua-Sainoi str.​ T. Bang​Krang​ Mueang​ Nonthaburi​ 11000","spa_and_massage"
"Retreat on Vitayu","51/7  Soi Polo 3, Witthayu Rd, Lumphini Phatumwan, Bangkok 10330","spa_and_massage"
"BodyConscious","199 Column Tower (Column Bangkok Hotel) 7 th Floor Sukhumvit 16, Klongtoey, Klongtoey, Bangkok 10110","spa_and_massage"
"Perception Blind Massage (Sathorn)","56,58 Piphat, North Sathorn Road, Soi, แขวง สีลม เขต บางรัก กรุงเทพมหานคร 10500","spa_and_massage"
"Siri Giriya Spa","1954/9, Sukhumvit 60, Sukhumvit Rd., Bangjak, Prakanong, Bangkok Thailand 10260","spa_and_massage"
"THANN Sanctuary Spa (Gaysorn)","Gaysorn 3rd Floor,999 Phloen Chit Rd, Khwaeng Lumphini, Khet Pathum Wan, Krung Thep Maha Nakhon 10330","spa_and_massage"
"TYME Spa","582/4 Lat Krabang Rd, Khwaeng Lat Krabang, Khet Lat Krabang, Bangkok 10520","spa_and_massage"
"LeSpa d' Athena","Athena23 , 4th Floor, No.23 Chidlom road, Pathumwan, Bangkok 10330","spa_and_massage"
"Lada Spa","100/69 Soi Phahonyothin 32 Chandrakasem Subdistrict, Chatuchak District, Bangkok 10900","spa_and_massage"
"ZENVANA Wellness Spa","41/1-2 Ratchapruek Rd., Bangprom, Talingchan, Bangkok 10170","spa_and_massage"
"Vareena Spa at The Westin Grande Sukhumvit Hotel","8th floor, The Westin Grande Sukhumvit Hotel, Sukhumvit, Bangkok, Thailand","spa_and_massage"
"Pine Tree Gallery Spa","208/2 Thong Lo 8 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110","spa_and_massage"
"H.O.M House of Massage Siam Square","Siam Square Soi 3 , Pathum Wan, Pathum Wan, Bangkok 10330","spa_and_massage"
"Nap Bangkok Spa & Sleep Salon","BTS Ekkamai Exit 1, 3rd Floor, 1323 (1st floor Amazon Cafe), Sukhumvit Rd., Phra Khanong Nhua, Wattana, Bangkok 10110","spa_and_massage"
"De Flora Spa","216 Raj-U-Thid 200 Pee Road, Patong, Kathu, Ban Patong, Phuket, 83150Thailand","spa_and_massage"
"Lucina Massage Sukhumvit 26","9 Sukhumvit 26 Alley, Khlong Tan, Khlong Toei, Bangkok 10110","spa_and_massage"
"Devada Spa","68/1-2 Soi Ramkhamheng 174, Ramkhamheng Rd., Minburi, Minburi Bangkok 10510","spa_and_massage"
"Let's Relax Hua Hin","234/1 2nd Fl., 3rd Fl., Hua Hin Market Village Phetkasem Road, Tumbon Hua Hin, Hua Hin, Prachuapkhirikhan 77110","spa_and_massage"
"Noelle Beauty Point (Sukhumvit 71  Branch)","239-241 opposite Soi Pridi Banomyong 14, Phra Khanong Nuea, Watthana, Bangkok 10110","spa_and_massage"
"Let's Relax Ginza Thonglor (Nikko Hotel)","27 Soi Sukhumvit 55, Sukhumvit Rd, Klongtan Nua, Watthana, Bangkok 10110","spa_and_massage"
"Perfect Day Thai Massage","12/3 Soi Srinakarin 5, Srinakarin Road, Huamark, Bangkapi, Bangkok 10240","spa_and_massage"
"Divana Divine Spa (Thonglor 17)","103 thonglor 17 sukhumvit 55, north klongtun, wattana, bangkok 10100 Thailand","spa_and_massage"
"Lapa Massage","14/16 Ladapan Mansion,  Bang Krui, Nonthaburi 11130","spa_and_massage"
"No.38 Infinite Natural Spa","33/1 Sukhumvit Soi 38, Bangkok 10110, Thailand","spa_and_massage"
"ABHAI Wellness","5 RQ Residence Clubhouse Bldg., The Racquet Club No.9 , 2nd Floor, Sukhumvit 49/9 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110","spa_and_massage"
"Yin Yang The Original Massage and Spa","Yin Yang Massage & Spa. Soi Charoen Krung 72/4, Khwaeng Wat Phraya Krai, Khet Bang Kho Laem, Bangkok 10120","spa_and_massage"
"TREE TARA Wellness Center","22/30 Suanluang, Bang Kho, Chom Thong, Bangkok","spa_and_massage"
"OSS Lounge","80 Soi Sukhumvit, Khlong Tan Nuea, Watthana, Bangkok 10110","spa_and_massage"
"Mai Ngarm Ratchapruek (นวดแผนไทย ""ไม้งาม"")","2nd Floor, Food Villa, 77 Ratchaphruek Rd, Taling Chan, Bangkok 10170","spa_and_massage"
"Spa Burasari Bangkok","479 481 Yaowarat Rd, Samphanthawong, Samphanthawong Bangkok 10100","spa_and_massage"
"Spa Dararat","88 90 Moo.3 Rattanathibet Rd, Sai Ma, Mueang Nonthaburi District, Nonthaburi 11000","spa_and_massage"
"Let's Relax The Street Ratchadapisek","The Street, 3rd Floor, 139 Ratchadapisek Rd., Dindaeng, Bangkok 10400","spa_and_massage"
"Jittrawan Wellness Spa","19/19 Moo.1 Srinakarin Rd. Bangkaew,Bangplee, Samut Prakan 10540","spa_and_massage"
"Urban Retreat Spa (Asoke)","1 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok, 10110","spa_and_massage"
"128 Thai Massage at 128 Hotel","128 (BTS Nana) Sukhumvit Rd. , Khwaeng Khlong Toei","spa_and_massage"
"Restcape SPA by The Square","The Square  58 Punnawithi30 Sukhumvit101 Phrakanong Bangjak Bangkok 10260","spa_and_massage"
"Kongju Clinic","213 / 1-2 Floor 1 Floor 2 SKD Mankong Office Building, (Sutthisan MRT Station) Ratchadaphisek Rd, Ratchadaphisek Din Daeng, Bangkok 10400","spa_and_massage"
"SO/ SPA at SO/ Bangkok","SO/ Bangkok 2 North Sathorn Road, Bangrak, Bangkok, Thailand 10500","spa_and_massage"
"Smile Massage & Spa","1413/1 Sukhumvit Road, Prakanong Nuea, Wattana, Bangkok 10110","spa_and_massage"
"Quan Spa at Bangkok Marriott Marquis Queen’s Park","Bangkok Marriott Marquis Queen’s Park  199 Sukhumvit Soi 22, Klong Ton, Klong Toey, Bangkok  10110 Thailand","spa_and_massage"
"Vous Spa at Novotel Suvarnabhumi Airport Hotel","999 Suvarnabhumi Airport Hotel Building Moo 1, Nongprue, Bangphli, Samutprakarn, 10540","spa_and_massage"
"Kreesana Beauty Massage","1667 Phra Khanong Nuae, Watthana, Bangkok 10110","spa_and_massage"
"Haru Wellness Clinic","124 Shopping Center Building 953, Soi Sukhumvit 53, Watthana, Khlong Tan Nuea, Bangkok 10110","spa_and_massage"
"Banyan Tree Spa Bangkok","Banyan Tree Spa Bangkok 21st Floor, Thai Wah Tower II Sount Sathorn Road, Tungmahamek, Sathorn, Bangkok 10120","spa_and_massage"
"Spa Cenvaree at Centara Grand at Central Plaza Ladprao","LL floor Centara Grand at Central Plaza Ladprao, Phaholyothin Road, Chatuchak, Bangkok 10900","spa_and_massage"
"Kiriya Spa at LiT Bangkok Hotel & Residence","LiT BANGKOK Hotel & Residence (150 metres from BTS National Stadium) 36/1 Soi Kasemsan 1, Rama 1 Road, Pathumwan, Bangkok 10330","spa_and_massage"
"PASITHEA","Kmaison Hotel, Rangnam Rd. , Phayathai ,Bangkok 10400","spa_and_massage"
"The Grace Spa","อาคาร Tower A เซนทรัลบางนา ชั้น16","spa_and_massage"
"Massira Wellness & Spa","3rd Floor., Ramada Plaza Menam Riverside Hotel 2074 Charoenkrung Road, Wat Prayakrai, Bangkorlaem, Bangkok 10120 Thailand","spa_and_massage"
"Oasis Spa at Nimman","11 Nimmana Haeminda Rd Lane 7, Su Thep, Mueang Chiang Mai, Chiang Mai 50200","spa_and_massage"
"Away Spa","W bangkok, 106 North Sathorn Road, Silom, Bangrak, Bangkok 10500","spa_and_massage"
"Divana Nurture Spa (Sukhumvit 11)","71 Sukhumvit 11, Wattana, Bangkok Thailand","spa_and_massage"
