"name","address","category"
"Lash Cara Nail and Spa","The Terrest , 12 Soi Pradit Manutham 15, Lat Phrao, Bangkok 10230","hair_removal"
"W Nails & Spa","253/3 (Lumpini Place 24) Soi Narathiwatratchanakharin 24, Chong Nonsi, Yan Nawa, Bangkok 10120","hair_removal"
"Wish Well Nails and Spa","Krongkan Pornpailin Business Point Onnut 17","hair_removal"
"Together Clinic","531 I’m Chinatown 3rd floor, Room F3-3, Chareonkrung Road, Pomprab, Pomprabsatthrupahi, Bangkok 10100","hair_removal"
"Nadia Nail & Spa","149 Moo 6, Salaya, Phutthamonthon, Nakhon Pathom 73170","hair_removal"
"Lash Beautyz","11-25 Hokankha Alley (MRT Huaykwang), Khwaeng Din Daeng,  Khet Din Daeng, Krung Thep Maha Nakhon 10400","hair_removal"
"Le SPA with L'Occitane","Sofitel Bangkok Sukhumvit 189 Sukhumvit Road, Klongtoey Nua, Wattana, Bangkok 10110","hair_removal"
"Beauty More Hair&Nail Salon","444 MBK CENTER 1st Floor, (Near BurgerKing) , Payathai Road, Wang Mai, Pathum Wan District, Bangkok 10330","hair_removal"
"Nail Villa & Spa Cottage","369/1 Chamnian Soem Alley, Khwaeng Wang Thonglang, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310","hair_removal"
"Hy.gge Nails and Spa","189/1 Midtown asoke 1st floor, Asoke montez Rd.,Wattana, Klong Toey Nue, Bangkok 10110","hair_removal"
"Beauty Story (Promenade Branch)","589, The Promenade, 2nd Floor, Rarm Intra Road, Khanna Yao, Khet Khanna Yao, Bangkok, 10230","hair_removal"
"D nails & more","1 Soi Ramkhamhaeng 24 24 Yaek 20, Hua Mak, Bangkapi, Bangkok 10240","hair_removal"
"Center De Beaute (Fashion Island Branch)","3rd Fl. of Fashion Island Shopping Mall, Khan Na Yao, Bangkok 10230","hair_removal"
"Hello Tokyo (Bang Yai)","Hello Tokyo Nail Spa, Plai Bang, Bang Kruai District, Nonthaburi 11130","hair_removal"
"KATAMON CLINIC","735/2 Thanya Park  (B2-30-31) Zone B ,2nd Floor Srinakarin Road, Suanluang, Bangkok 10250","hair_removal"
"Fe Nail Boutique & Spa","2790/18 Thru Thonglor Condo New Petchburi Rd., Bangkapi, Huay Kwang, Bangkok 10310","hair_removal"
"Alanis Beauty Center","L Floor, Gaysorn Village, Ploenchit Rd., Lumpini, Phatumwan, Bangkok, 10330","hair_removal"
"Ploy C Clinic","234/3 3rd Floor, Room C304-C305, Lifestyle Avenue Mall, Ratchadaphisek Rd., Ladyao, Chatuchak, Bamgkok 10900","hair_removal"
"Honeybeezz's Home Nail Spa","57 Suan Lamthong Village 2 Pattanakarn 28 Suanluang BKK 10250","hair_removal"
"Finailly Nail Spa & More","In front of Sarasas Witaed Suvarnabhumi 111/4 Moo 5 Bang Phli - Nham Deang Rd., Bang Phli Yai, Bang Phli, Samut Prakan 10540","hair_removal"
"Spa Burasari","18/110 Ruamjai Road, Tambon Patong,  Amphur Kathu Phuket 83150","hair_removal"
"Yellow Nail'O Nail Studio","45 Soi Pracha Rat Bamphen, Din Daeng, Bangkok 10400","hair_removal"
"LASH OUR","A111 The Coast Village Bang Na, Bangkok 10260","hair_removal"
"WOW Beauty Bar","2nd Floor, Chamchuri Square, Phaya Thai Road, Pathum Wan, Bangkok 10330","hair_removal"
